lema_pt	traducao_en	marcas_dicionario	motivo_tecnico	status_traducao
acavaletado	on horseback	adj.		
acavallado	mounted	adj. | Bras. | n.		
acavallar	acavallar	v. | t.		sem_traducao
acavalleirar	to ride	v. t.		
acavalletado	acavalletado	adj.		sem_traducao
acc	acc			sem_traducao
acca	acca	f. | t. | port.		sem_traducao
accadar	accadar	m. | t. | port.		sem_traducao
acção	action	f. | Gram. | lat.		
accedente	ascendant	adj. | lat.		
acceder	access	v. | lat.		
acceitabilidade	acceptability	f.		
acceitação	acceptance	f.		
acceitador	acceptor	m.		
acceitamento	acceptance	m. | Ant.		
acceitante	acceptor	m. e adj.		
acceitar	accept	v. | t. | lat.		
acceitável	acceptable	adj.		
acceite	accept	m.		
acceito	I accept	adj.		
acceleração	acceleration	f. | lat.		
acceleradamente	rapidly	adv.		
accelerado	accelerated	adj.		
accelerador	accelerator	adj.		
acceleramento	acceleration	m. | V.		
accelerar	accelerate	v. t. | lat.		
accelerativo	accelerative	adj.		
acceleratriz	accelerator	adj. | fem.		
accendalha	kindling	f.		
accendedalha	fire starter	f. | Cf.		
accendedor	accelerator	m.		
accender	light	v. t. | ﬁg. | lat.		
accendidamente	accendimente	adv. | ﬁg.		
accendimento	lighting	m.		
accendível	accessible	adj.		
accenso	access	m. | lat.		
accento	accent	m. | lat.		
accentuação	accentuation	f.		
accentuar	accentuate	v. t. | as. | ﬁg.		
accepção	meaning	f. | lat.		
acceptar	accept	v. t. | der. | Ant.		
acceptilação	acceptance	f. | des. | lat.		
acceptuar	acceptuar	v. i. | Prov. trasm. | Cp.		sem_traducao
accesamente	accessively	adv.		
acceso	access	adj. | ﬁg. | lat.		
accessão	accession	f. | lat.		
accessibilidade	accessibility	f. | b. lat.		
accessível	accessible	adj. | b. lat.		
accesso	access	m. | lat.		
accessoriamente	additionally	adv.		
accessório	accessory	adj.		
acciano	Acciano	adj. | Cf.		sem_traducao
accidentação	accident	f.		
accidentado	injured	adj.		
accidental	accidental	adj. | Mús.		sem_traducao
accidentalmente	accidentally	adv.		
accidentar	accident	v. t.		
accidentariamente	accidentally	adv.		
accidentário	accident	adj.		
accidentável	accidental	adj.		
accidente	accident	m. | pop. | lat.		
accingir	accingir	v. | t. | des. | Cf. | fr. | lat.		sem_traducao
accionado	activated	m.		
accionador	actuator	m.		
accional	actional	adj. | neol. | lat.		
accionar	activate	v. t. | v. i. | lat.		
accionário	shareholder	m. | V.		
accionista	shareholder	m. | lat.		
accipitrário	accipital	m. | lat.		
accípitres	accipitres	m. pl. | lat.		sem_traducao
accipitrianos	accipitrians	m. pl. | lat.		
accipitrídeos	accipitridae	m. pl. | lat. | gr.		
accipitrino	accipitrino	adj. | lat.		sem_traducao
acclamação	acclamation	f. | lat.		
acclamador	acclaimed	m.		
acclamar	acclaim	v. t. | lat.		
acclive	uphill	m. | Adj. | lat.		
accommodação	accommodation	f.		
accommodadamente	comfortably	adv.		
accommodadiço	comfortable	adj.		
accommodamento	accommodation	m. | V.		
accommodar	accommodate	v. t. | lat.		
accommodatício	accommodation	adj.		
accommodável	comfortable	adj.		
accômodo	comfortable	adj. | Ant.		
accorredor	broker	adj. | Cf.		
accorrer	run	v. i. | lat.		
accorrimento	relief	m. | Ant.		
accorro	aid	m.		
accrecentar	add	v. t. | der.		
accrecer	increase	v. i. | der.		
accrescentada	added	adj. | f. | prov.		
accrescentador	adder	m. e adj.		
accrescentamento	addition	m.		
accrescentar	add	v. | t.		
accrescente	add	m. | pop.		
accrescento	addition	m. | Cf.		
accrescer	add	v. | v. t. | lat.		
accrescido	added	m. | port.		
accrescimento	growth	m.		
accréscimo	addition	m.		
accúbito	accubitus	m. | lat.		
accubitor	accumulator	m. | Ant. | Cf. | diccion. | lat.		
accumbente	accumbente	adj. | lat.		sem_traducao
accumulação	accumulation	f. | lat.		
accumuladamente	cumulatively	adv.		
accumulador	accumulator	m. e adj. | Phýs.	termo_tecnico_cientifico:Phýs.	
accumulamento	accumulation	m. | V.		
accumular	accumulate	v. t. | V. | p. | ﬁg. | lat.		
accumulativamente	cumulatively	adv.		
accumulativo	cumulative	adj.		
accúmulo	accumulation	m. | neol.		
accuradamente	accurately	adv.		
accurar	correct	v. t. | lat.		
accusação	accusation	f. | lat.		
accusado	accused	m.		
accusador	accuser	m. e adj. | lat.		
accusamento	accusation	m.		
accusante	accuser	m.		
accusar	accuse	v. t. | lat.		
accusativo	accusative	adj. | m. | Gram. | lat.		
accusatoriamente	accusatory	adv.		
accusatório	accusatory	adj. | lat.		
accusável	accuseable	adj. | lat.		
accuse	accuse	m. | V.		sem_traducao
accuso	I accuse	m. | as.		
acebar	acebar	v. t. | Prov. trasm.		sem_traducao
acedente	ascending	adj. | lat.		
aceder	access	v. i. | lat.		
aceder	submit	v. i. | lat.		
acedia	accessed	f. | gr.		
acedrenchado	acedrenchado	adj. | Ant.		sem_traducao
acedrenche	acedrenche	m. | Ant. | Cf. | Geneal.		sem_traducao
acefalia	acephaly	f.		
acefálico	acephalic	adj.		
acefalismo	acephalism	m.		
acefalitas	acephalitis	m. pl.		
acéfalo	headless	adj. | gr.		
acéfalo	acephalous	adj. | gr.		
acefalobraquia	acephalobrachium	f.		
acefalobráquio	acephalobrachium	adj. | gr.		
acefalocardia	acephalocardia	f.		
acefalocárdio	acephalocardium	adj. | gr.		
acefalogastria	acephalogastria	f. | gr.		
acefalogástrico	acephalogastric	adj.		
acefalomia	acephalomy	f. | Terat. | gr.	termo_tecnico_cientifico:Terat.	
acefalópode	acephalopod	m. e adj. | gr.		
acefalopodia	acephalopodia	f. | Terat.	termo_tecnico_cientifico:Terat.	
acefalorraquia	acephalorraquia	f. | gr.		
acefalostomia	acephalostomy	f.		
acefalóstomo	acephalostome	m. | gr.		
acefalotoracia	acephalotoracia	f. | gr.		
acefalotorácico	acephalothoracic	adj.		
aceifa	accepts	f.		
aceifão	scythe	m. | Prov. alent.		
aceifar	accept	v. t.		
aceiramento	firebreak	m.		
aceirar	accept	v. t.		
aceirar	accept	v. t. | as. | Bras. | Cf. | m.		
aceiro	firebreak	m. | Ant.		
aceiro	firebreak	m.		
aceitabilidade	acceptability	f.		
aceitação	acceptance	f.		
aceitação	acceptation	f.		
aceitação	admission	f.		
aceitador	acceptor	m.		
aceitamento	acceptance	m. | Ant.		
aceitan	accept	f.		
aceitante	acceptor	m. e adj.		
aceitante	accepter	m. e adj.		
aceitar	to accept	v. t. | lat.		
aceitar	accept	v. t. | lat.		
aceitar	receive	v. t. | lat.		
aceitar	take on	v. t. | lat.		
aceitar	admit	v. t. | lat.		
aceitar	adopt	v. t. | lat.		
aceitar	have	v. t. | lat.		
aceitar	assume	v. t. | lat.		
aceitar	undertake	v. t. | lat.		
aceitar	adhere	v. t. | lat.		
aceitar	subscribe	v. t. | lat.		
aceitar	hug	v. t. | lat.		
aceitável	acceptable	adj.		
aceitável	decent	adj.		
aceitável	passable	adj.		
aceitável	admissible	adj.		
aceitável	plausible	adj.		
aceitável	eligible	adj.		
aceitável	possible	adj.		
aceite	accept	m.		
aceite	acceptance	m.		
aceito	accepted	adj.		
aceleração	acceleration	f. | lat.		
aceleração	haste	f. | lat.		
aceleração	pickup	f. | lat.		
aceleração	momentum	f. | lat.		
aceleração	racing	f. | lat.		
aceleração	speed-up	f. | lat.		
aceleradamente	accelerated	adv.		
acelerado	accelerated	adj.		
acelerado	quick	adj.		
acelerado	hasty	adj.		
acelerador	accelerator	adj.		
acelerador	accelerant	adj.		
acelerador	accelerating	adj.		
aceleramento	acceleration	m. | V.		
acelerar	accelerate	v. t. | lat.		
acelerar	speed up	v. t. | lat.		
acelerar	speed	v. t. | lat.		
acelerar	expedite	v. t. | lat.		
acelerar	hasten	v. t. | lat.		
acelerar	quicken	v. t. | lat.		
acelerar	hurry	v. t. | lat.		
acelerar	urge	v. t. | lat.		
acelerar	precipitate	v. t. | lat.		
acelerar	haste	v. t. | lat.		
acelerar	smarten	v. t. | lat.		
acelerativo	accelerator	adj.		
acelerativo	accelerative	adj.		
aceleratriz	accelerator	adj. | fem.		
acelga	chard	f.		
acém	acém	m. | ár. | Cp. | cast.		sem_traducao
acém	sparerib	m. | ár. | Cp. | cast.		
acena	waves	f. | fam. | gr.		
acenamento	waving	m.		
acenar	wave	v. i.		
acenar	beckon	v. i.		
acenar	shake	v. i.		
acenar	motion	v. i.		
acendalha	kindling	f.		
acendedalha	fire starter	f. | Cf.		
acendedor	lighter	m.		
acendedor	lights	m.		
acender	light up	v. t. | ﬁg. | lat.		
acender	light	v. t. | ﬁg. | lat.		
acender	turn on	v. t. | ﬁg. | lat.		
acender	ignite	v. t. | ﬁg. | lat.		
acender	kindle	v. t. | ﬁg. | lat.		
acender	fire	v. t. | ﬁg. | lat.		
acender	enkindle	v. t. | ﬁg. | lat.		
acender	lighten	v. t. | ﬁg. | lat.		
acendidamente	intensely	adv. | ﬁg.		
acendimento	ignition	m.		
acendimento	firing	m.		
acendível	accessible	adj.		
acendrar	light	v. t. | ﬁg. | lat.		
acenha	acenha	f. | Cf. | m.		sem_traducao
acenheiro	acenheiro	m. | des.		sem_traducao
aceno	wave	m.		
aceno	gesture	m.		
aceno	beckon	m.		
aceno	sign	m.		
aceno	beck	m.		
aceno	bob	m.		
acenoso	nodding	adj. | Bot.	termo_tecnico_cientifico:Bot.	
acenso	access	m. | lat.		
acento	accent	m. | lat.		
acento	tone	m. | lat.		
acentróptero	acentropteran	m. | gr.		
acentuação	accentuation	f.		
acentuação	stress	f.		
acentuação	intonation	f.		
acentuar	accentuate	v. t. | as. | ﬁg.		
acentuar	accent	v. t. | as. | ﬁg.		
acentuar	emphasize	v. t. | as. | ﬁg.		
acentuar	stress	v. t. | as. | ﬁg.		
acentuar	underline	v. t. | as. | ﬁg.		
áceo	aceous	suf. | Adj. | lat.		
acepção	meaning	f. | lat.		
acepção	sense	f. | lat.		
acephalia	acephaly	f.		
acephálico	acephalic	adj.		
acephalismo	acephalism	m.		
acephalitas	acephalitas	m. pl.		sem_traducao
acéphalo	headless	adj. | gr.		
acephalobrachia	acephalobrachia	f.		sem_traducao
acephalobráchio	acephalobráchio	adj. | gr.		sem_traducao
acephalocardia	acephalocardia	f.		sem_traducao
acephalocárdio	acephalocardio	adj. | gr.		sem_traducao
acephalogastria	acephalogastria	f. | gr.		sem_traducao
acephalogástrico	acephalogastric	adj.		
acephalomia	acephalomy	f. | Terat. | gr.	termo_tecnico_cientifico:Terat.	
acephalópode	acephalopod	m. e adj. | gr.		
acephalopodia	acephalopodia	f. | Terat.	termo_tecnico_cientifico:Terat.	sem_traducao
acephalorachia	acephalorachia	f. | gr.		sem_traducao
acephalostomia	acephalostomy	f.		
acephalóstomo	acephalostome	m. | gr.		
acephalothoracia	acephalothoracia	f. | gr.		sem_traducao
acephalothorácico	acephalothoracic	adj.		
acepilhador	brusher	m.		
acepilhadura	acepilhadura	f.		sem_traducao
acepilhar	brush	v. t.		
acepipar	aceptipar	v. t.		
acepipe	appetizer	m. | cast.		
acepipe	delicacy	m. | cast.		
acepipe	titbit	m. | cast.		
acepipeiro	acepieiro	adj.		
aceptilação	aceptilation	f. | des. | lat.		
aceptuar	accept	v. i. | Prov. trasm. | Cp.		
acéqua	acéqua	f. | Ant.		sem_traducao
acequia	acequia	f. | Prov. alent. | ár.		sem_traducao
ácer	maple	m. | lat.		
aceração	acceleration	f.		
aceráceas	aceraceae	f. pl.		
aceradamente	sharply	adv.		
aceradas	sharp	f. pl.		
acerado	steely	adj. | ﬁg.		
acerado	stinging	adj. | ﬁg.		
acerantho	acerantho	m. | gr.		sem_traducao
aceranto	aceranthus	m. | gr.		
acerar	sharpen	v. t.		
acerário	acerio	m. | neol.		
acerato	acetate	m.		
acerato	acetate	m. | Sal.		
acerbamente	bitterly	adv.		
acerbar	acerbar	v. t. | Cf.		sem_traducao
acerbar	acerbate	v. t. | Cf.		
acerbidade	acerbity	f. | ﬁg.		
acerbidade	poignancy	f. | ﬁg.		
acerbo	acerbo	adj. | lat.		sem_traducao
acerbo	poignant	adj. | lat.		
acerbo	vinegary	adj. | lat.		
acêrca	about	loc. prep. | seg. | prep. | lat.		
acêrca	about	adv. | Cf. | or.		
acercar-se	approach	v. p.		
acercar-se	come near	v. p.		
acerdésia	acerdesia	f.		sem_traducao
acerejado	cherry	adj.		
acerejar	cherry	v. t.		
acéreo	acéreo	adj. | m. | pl.		sem_traducao
acérico	aceric	adj.		
acerina	acerina	f.		sem_traducao
aceríneas	acerines	f. pl. | fem. | pl.		
aceríneo	acerine	adj.		
acero	steel	m. | Bras.		
aceroídeas	aceroids	f. pl. | as. | lat. | gr.		
acerolo	acerolo	m.		sem_traducao
áceros	maples	m. pl. | gr.		
aceroso	aceroso	adj.		sem_traducao
acerotosia	acerotosia	f. | gr.		sem_traducao
acerra	acerra	f. | lat.		sem_traducao
acerrimamente	fiercely	adv.		
acérrimo	staunch	adj. | lat.		
acérrimo	bitter	adj. | lat.		
acertadamente	correctly	adv.		
acertadamente	rightly	adv.		
acertador	correct	m.		
acertamento	settlement	m. | Chron. | V.		
acertar	to hit	v. t. | v. i.		
acertar	hit	v. t. | v. i.		
acertar	set	v. t. | v. i.		
acertar	adjust	v. t. | v. i.		
acertar	regulate	v. t. | v. i.		
acêrto	correct	m. | prov.		
acervação	collection	f. | lat.		
acervar	acervar	v. t. | Cf.		sem_traducao
acervejado	beer	adj. | ﬁg.		
acervo	collection	m. | lat.		
acervo	heap	m. | lat.		
acervo	estate	m. | lat.		
acervo	drift	m. | lat.		
acérvulo	acervulus	m.		
acesamente	intensely	adv.		
acescência	ascendance	f.		
acescente	ascending	adj. | lat.		
aceso	lit	adj. | ﬁg. | lat.		
aceso	alight	adj. | ﬁg. | lat.		
aceso	excited	adj. | ﬁg. | lat.		
aceso	live	adj. | ﬁg. | lat.		
aceso	furious	adj. | ﬁg. | lat.		
acessão	accession	f. | lat.		
acessibilidade	accessibility	f. | b. lat.		
acessibilidade	attainability	f. | b. lat.		
acessível	accessible	adj. | b. lat.		
acessível	available	adj. | b. lat.		
acessível	approachable	adj. | b. lat.		
acessível	easy	adj. | b. lat.		
acessível	forthcoming	adj. | b. lat.		
acessível	pervious	adj. | b. lat.		
acessível	get-at-able	adj. | b. lat.		
acesso	access	m. | lat.		
acesso	entry	m. | lat.		
acesso	admission	m. | lat.		
acesso	accession	m. | lat.		
acesso	approach	m. | lat.		
acesso	gateway	m. | lat.		
acesso	admittance	m. | lat.		
acesso	door	m. | lat.		
acesso	outburst	m. | lat.		
acesso	attack	m. | lat.		
acesso	bout	m. | lat.		
acesso	paroxysm	m. | lat.		
acesso	touch	m. | lat.		
acesso	flush	m. | lat.		
acesso	adit	m. | lat.		
acesso	sally	m. | lat.		
acesso	stroke	m. | lat.		
acessoriamente	additionally	adv.		
acessório	accessory	adj.		
acessório	attachment	adj.		
acessório	fixture	adj.		
acessório	adjunct	adj.		
acessório	secondary	adj.		
acessório	subsidiary	adj.		
acessório	unessential	adj.		
acessório	collateral	adj.		
acessório	accompaniment	adj.		
acessório	appendant	adj.		
acessório	paraphernalia	adj.		
acessório	accidental	adj.		
acessório	importless	adj.		
acessório	implement	adj.		
acetabulária	acetabularia	f. | lat.		sem_traducao
acetabulário	acetabularium	m. | lat.		
acetabulífero	acetabuliferous	adj. | m. | pl. | lat.		
acetabuliforme	acetabuliform	adj.		
acetábulo	acetabulum	m. | lat.		
acetacético	acetacetic	adj.		
acetal	acetal	m.		sem_traducao
acetâmido	acetamide	m. | lat.		
acetanilido	acetanilide	m.		
acetar	acetar	v. t. | lat.		sem_traducao
acetário	acetarium	m. | lat.		
acetato	acetate	m. | Sal. | lat.		
acéter	aceter	m. | cast.		sem_traducao
acético	acetic	adj. | lat.		
acetidina	acetidine	f. | lat.		
acetificação	acetification	f.		
acetificar	acetify	v. t. | lat.		
acetilanilina	acetylaniline	f.		
acetilena	acetylene	f.		
acetilene	acetylene	m.		
acetilênico	acetylenic	adj.		
acetileno	acetylene	m.		
acétilo	acetyl	m. | rad.		
acetilogênio	acetylogen	m.		
acetímetro	acetylameter	m.		
acetina	acetin	f.		
aceto	aceto	m. | Cf. | diccion.		sem_traducao
acetol	acetol	m. | lat.		sem_traducao
acetolado	acetolated	m.		
acetolato	acetolate	m.		
acetomel	acetomel	m. | lat.		sem_traducao
acetómetro	acetometer	m. | lat. | gr.		
acetona	acetone	f.		
acetonato	acetonate	m. | Sal.		
acetonemia	acetonemia	f. | Med. | gr.	termo_tecnico_cientifico:Med.	sem_traducao
acetonia	acetone	f. | V.		
acetónico	acetone	adj.		
acetonina	acetonin	f.		
acetonuria	acetonuria	f. | Med. | gr.	termo_tecnico_cientifico:Med.	sem_traducao
acetosa	acetose	f. | des.		
acetosamina	acetosamine	f.		
acetosidade	acetosity	f.		
acetoso	acetous	adj. | lat.		
acetre	acetre	m. | Ant.		sem_traducao
acetulatura	acetulation	f.		
acetylanilina	acetylaniline	f.		
acetylena	acetylene	f.		
acetylene	acetylene	m.		sem_traducao
acetylênico	acetylenic	adj.		
acetyleno	acetylene	m.		
acétylo	acetyl	m. | rad.		
acetylogênio	acetylogen	m.		
acevadado	barley	adj.		
acevadar	barley	v. t.		
acevar	acevar	v. t. | V.		sem_traducao
acha	he thinks	f. | pl. | lat.		
acha	he thinks	f. | Ant. | al.		
achabaçar	to dabble	v. t. | Prov. beir.		
achaboucado	chaboucado	adj. | prov. | mal.		
achacadamente	harassed	adv.		
achacadiço	achecacious	adj.		
achacado	blackmailed	adj. | t.		
achacana	achacana	f.		sem_traducao
achacar	to extort	v. i. | Ant.		
achacar	extort	v. i. | Ant.		
achacoso	sick	adj.		
achada	found	f. | Ant.		
achada	found	f. | Ant. | Prov. alg. | contr.		
achádego	achádego	m. | Ant. | as.		sem_traducao
achadiço	found	adj. | m. | prov.		
achádigo	achadigo	m.		sem_traducao
achadilha	achadilha	f. | Prov. trasm.		sem_traducao
achado	found	m.		
achado	finding	m.		
achado	find	m.		
achadoiro	finder	m.		
achador	finder	m.		
achadouro	find	m.		
achafundar	findthewater	v. t. | pop.		
achagual	achagual	m.		sem_traducao
achaico	achaico	adj. | lat.		sem_traducao
achaina	achaina	f. | gr.		sem_traducao
achaio	finding	adj. | lat.		
achalmópteros	achalmopterans	m. pl. | qual.		
achaloucado	crazy	adj. | prov.		
achamalotado	muddled	adj.		
achamalotar-se	to become waterlogged	v. p. | neol.		
achamboar	chamaboar	v. t.		
achamboirado	chamaboirado	adj. | mal.		
achamento	finding	m.		
achamorrado	muddled	adj. | Bras. | Cp.		
achanadamente	foundly	adv.		
achanar	achanar	v. t. | Ant. | V. | p.		sem_traducao
achanci	achanci	m. | Cf.		sem_traducao
achancil	chancel	m. | Cf.		
achancilado	chancilado	m.		
achânia	achania	f.		sem_traducao
achantar	flatten	v. t. | Ant.		
achantis	achantis	m. pl.		sem_traducao
achaparrado	flat	adj.		
achaparrar	chapaparrar	v. i.		
achaque	attack	m. | Ant. | cast.		
achaquilho	slap	m.		
achar	to think	v. t. | lat.		
achar	find	v. t. | lat.		
achar	think	v. t. | lat.		
achar	find out	v. t. | lat.		
achar	strike	v. t. | lat.		
achar	to think	m. | t. | mal.		
achar	find	m. | t. | mal.		
achar	think	m. | t. | mal.		
achar	find out	m. | t. | mal.		
achar	strike	m. | t. | mal.		
achária	acharia	f.		sem_traducao
acharoado	achaoado	adj.		
acharoar	japan	v. t.		
achatadela	flattened	f. | fam.		
achatado	flat	adj. | ﬁg.		
achatado	flattened	adj. | ﬁg.		
achatado	crushed	adj. | ﬁg.		
achatado	compressed	adj. | ﬁg.		
achatadura	flattening	f.		
achatamento	flattening	m.		
achatamento	flatness	m.		
achatar	flatten	v. t. | fam.		
achatar	squash	v. t. | fam.		
achatar	convince	v. t. | fam.		
achatar	humiliate	v. t. | fam.		
achatar	flatten	v. t. | Ant. | fr.		
achatar	squash	v. t. | Ant. | fr.		
achatar	convince	v. t. | Ant. | fr.		
achatar	humiliate	v. t. | Ant. | fr.		
achavascado	chafed	adj.		
achavascar	achascar	v. t.		
achega	contribution	f. | fam. | m. | Ant.		
achegadamente	approximately	adv.		
achegado	arrival	m. | Ant. | Cf. | rev.		
achegador	closer	m. | Prov. minh. | Ant.		
achegamento	approach	m.		
achegança	approach	f. | Ant.		
achegar	approach	v. | t. | Ant. | Cf. | rev.		
acheguilho	close	m. | prov.		
acheira	acheira	f. | prov. | Cf. | rev.		sem_traducao
achêmenes	aquemenes	lat.		
achênio	achenium	adj. | m. | as. | n. p. | al.		
achens	achens	m. pl. | Cf.		sem_traducao
acheronte	acheron	m. | lat.		
acheronteu	Acherontheus	adj.		
acherôntia	acherontia	f. | as.		sem_traducao
acherôntico	acherontic	adj.		
acheu	found	adj. | m. | pl. | lat.		
achibantado	achibantado	adj.		sem_traducao
achicar	achicar	v. i. | v. t.		sem_traducao
achicarar	to mock	v. t.		
achilária	backpack	f.		
achilia	achilia	f. | gr.		sem_traducao
achilleas	achilleas	f. | pl.		sem_traducao
achilleia	achilleia	f. | gr.		sem_traducao
achilleico	achilleico	adj.		sem_traducao
achilleja	achilleja	f.		sem_traducao
achim	achim	m.		sem_traducao
achim	achim	m.		sem_traducao
achinar	achinar	v. t.		sem_traducao
achinar	achinar	v. t. | Prov. trasm.		sem_traducao
achincalhação	mockery	f.		
achincalhamento	mockery	m.		
achincalhar	to ridicule	v. t.		
achincalhe	mockery	m.		
achincalho	mockery	m.		
achinelado	slippered	adj.		
achinelar	to slipper	v. t.		
achinesar	to Chinese	v. t.		
achiota	achiote	f.		
achiote	achiote	m.		sem_traducao
achiria	achiria	f. | Terat. | gr.	termo_tecnico_cientifico:Terat.	sem_traducao
achiro	achiro	m. | gr.		sem_traducao
achivo	archive	m. e adj. | lat.		
achlamídeas	achlamydes	adj. | f. | pl. | Bot. | gr.	termo_tecnico_cientifico:Bot.	
achlâmydas	Chlamydia	adj. | f. | pl. | gr.		
achnantho	achnantho	m. | gr.		sem_traducao
acho	I think	suf.		
achoar	find	v. t. | Marn. | prov.		
acholia	acholia	f. | Med. | gr.	termo_tecnico_cientifico:Med.	sem_traducao
achonaris	achonaris	m. pl.		sem_traducao
achores	anchors	m. pl. | gr.		
achromasia	achromasia	f. | gr.		sem_traducao
achromático	achromatic	adj. | as. | gr.		
achromatina	achromatin	f. | qual. | gr.		
achromatismo	achromatism	m.		
achromatização	achromatization	f.		
achromatizar	achromatize	v. t. | as.		
achromatopsia	achromatopsia	f. | as. | gr.		sem_traducao
achromatóptico	achromatopptic	adj.		
achromia	achromia	f. | Med. | gr.	termo_tecnico_cientifico:Med.	sem_traducao
achromo	achromo	adj. | gr.		sem_traducao
